YAL060W 	chrI 	35098	35187	0.829979903
YJR105W 	chrX 	623708	623819	0.618160882
YJR105W 	chrX 	623820	623920	0.722468382
YJR105W 	chrX 	623921	624023	0.63830745
YJR105W 	chrX 	624024	624123	0.636747447
YJR105W 	chrX 	624124	624225	0.892559162
YJR105W 	chrX 	624227	624324	0.400042783
YJR105W 	chrX 	624325	624411	0.817766775
YJR105W 	chrX 	624413	624530	0.579765004
YJR105W 	chrX 	624536	624620	0.747672709
YJR112W 	chrX 	636952	637064	0.800404863
YJR112W 	chrX 	637068	637165	0.523509494
YJR112W 	chrX 	637166	637260	0.722118074
YJR112W 	chrX 	637261	637356	0.562601805
YJR112W 	chrX 	637358	637449	0.762475953
YJR112W 	chrX 	637452	637544	0.395182016
YJR112W 	chrX 	637546	637642	0.66916453
YJR112W 	chrX 	637651	637705	0.675087816
YJR112W-A 	chrX 	637776	637877	0.496017254
YJR112W-A 	chrX 	637879	637990	0.470346266
YJR112W-A 	chrX 	637991	638123	0.626435348
YJR112W-A 	chrX 	638134	638229	0.528727668
YJR117W 	chrX 	641977	642083	0.638482305
YJR117W 	chrX 	642085	642175	0.762612788
YJR117W 	chrX 	642177	642262	0.433713767
YJR117W 	chrX 	642263	642362	0.598591682
YJR117W 	chrX 	642365	642476	0.568046406
YJR117W 	chrX 	642480	642588	0.701002046
YJR117W 	chrX 	642591	642694	0.431703649
YJR117W 	chrX 	642695	642796	0.844657133
YJR117W 	chrX 	642797	642904	0.677203962
YJR117W 	chrX 	642905	642988	0.703239933
YJR117W 	chrX 	642990	643098	0.546438969
YJR117W 	chrX 	643099	643192	0.348745888
YJR117W 	chrX 	643193	643283	0.650245246
YJR117W 	chrX 	643285	643370	0.394463706
YJR117W 	chrX 	643371	643459	0.728883431
YJR120W 	chrX 	647400	647475	0.719113342
YJR120W 	chrX 	647476	647580	0.501775073
YJR120W 	chrX 	647581	647661	0.449569917
YJR120W 	chrX 	647663	647761	0.395209727
YJR120W 	chrX 	647765	647867	0.311501548
YJR120W 	chrX 	647868	647981	0.372231945
YJR120W 	chrX 	647983	648069	0.740413663
YJR120W 	chrX 	648070	648186	0.136651605
YJR120W 	chrX 	648193	648296	0.609913593
YJR120W 	chrX 	648299	648397	0.620476174
YJR120W 	chrX 	648398	648518	0.554517677
YJR120W 	chrX 	648521	648609	0.706445837
YJR120W 	chrX 	648612	648715	0.651210007
YJR120W 	chrX 	648717	648822	0.817175015
YJR120W 	chrX 	648823	648917	0.771674559
YJR120W 	chrX 	648919	649018	0.682460368
YJR120W 	chrX 	649019	649127	0.587060316
YJR120W 	chrX 	649128	649207	0.214075549
YJR120W 	chrX 	649208	649334	0.610408438
YJR120W 	chrX 	649336	649429	0.689854571
YJR120W 	chrX 	649432	649462	-0.216163904
YJR123W 	chrX 	651849	651925	0.908045126
YJR123W 	chrX 	651926	652012	0.71849679
YJR123W 	chrX 	652019	652125	0.760385785
YJR123W 	chrX 	652126	652210	0.668421483
YJR123W 	chrX 	652211	652301	0.64655561
YJR123W 	chrX 	652302	652399	0.730824252
YJR123W 	chrX 	652400	652504	0.604021976
YJR123W 	chrX 	652505	652596	0.711652063
YJR123W 	chrX 	652598	652705	0.853600707
YJR133W 	chrX 	672896	672996	0.40182584
YJR133W 	chrX 	672998	673090	0.513382976
YJR133W 	chrX 	673091	673186	0.501531211
YJR133W 	chrX 	673192	673292	0.723573868
YJR133W 	chrX 	673295	673392	0.67918122
YJR133W 	chrX 	673393	673487	0.748060736
YJR133W 	chrX 	673488	673590	0.4151878
YJR133W 	chrX 	673613	673671	0.797977826
YJR135W-A 	chrX 	676952	677046	0.742824683
YJR135W-A 	chrX 	677047	677136	0.692559308
YJR135W-A 	chrX 	677138	677243	0.756383552
YJR135W-A 	chrX 	677245	677344	0.696544229
YJR135W-A 	chrX 	677348	677472	0.718496511
YJR141W 	chrX 	695857	695954	0.78229797
YJR141W 	chrX 	695955	696057	0.420881899
YJR141W 	chrX 	696059	696142	0.414348094
YJR141W 	chrX 	696144	696244	0.279673924
YJR141W 	chrX 	696245	696350	0.562472469
YJR141W 	chrX 	696351	696437	0.433502047
YJR141W 	chrX 	696439	696540	0.36589227
YJR141W 	chrX 	696541	696623	0.470481694
YJR141W 	chrX 	696624	696730	0.396562504
YJR141W 	chrX 	696731	696816	0.515894103
YJR141W 	chrX 	696819	696901	0.581959974
YJR141W 	chrX 	696908	696995	0.436203625
YJR144W 	chrX 	700810	700904	0.775574439
YJR144W 	chrX 	700906	700995	0.590072607
YJR144W 	chrX 	700996	701079	0.765780179
YJR144W 	chrX 	701080	701166	0.630271973
YJR144W 	chrX 	701170	701265	0.43311891
YJR144W 	chrX 	701267	701366	0.760766117
YJR144W 	chrX 	701367	701465	0.475306329
YJR144W 	chrX 	701467	701569	0.75630432
YJR144W 	chrX 	701571	701665	0.735532246
YJR144W 	chrX 	701687	701734	0.692224022
YJR148W 	chrX 	705672	705757	0.838987136
YJR148W 	chrX 	705759	705840	0.464772675
YJR148W 	chrX 	705841	705940	0.820490304
YJR148W 	chrX 	705941	706040	0.754824067
YJR148W 	chrX 	706041	706138	0.750536607
YJR148W 	chrX 	706141	706251	0.550428422
YJR148W 	chrX 	706254	706350	0.730647701
YJR148W 	chrX 	706351	706436	0.844942494
YJR148W 	chrX 	706439	706544	0.705951281
YJR148W 	chrX 	706545	706638	0.609089878
YJR148W 	chrX 	706640	706742	0.668537364
YJR148W 	chrX 	706743	706840	0.623559284
YKL216W 	chrXI 	25151	25224	0.952138442
YKL216W 	chrXI 	25225	25313	0.745511076
YKL216W 	chrXI 	25316	25397	0.698876549
YKL216W 	chrXI 	25398	25490	0.773516924
YKL216W 	chrXI 	25493	25598	0.542595935
YKL216W 	chrXI 	25602	25702	0.621339356
YKL216W 	chrXI 	25703	25812	0.555621897
YKL216W 	chrXI 	25813	25934	0.860332977
YKL216W 	chrXI 	25936	26046	0.670839568
YKL216W 	chrXI 	26047	26136	0.635774493
YKL216W 	chrXI 	26137	26252	0.455407355
YKL216W 	chrXI 	26253	26369	0.389234114
YKL216W 	chrXI 	26411	26456	0.921156133
YKL212W 	chrXI 	34287	34393	0.707585389
YKL212W 	chrXI 	34394	34483	0.596603677
YKL212W 	chrXI 	34484	34575	0.700248005
YKL212W 	chrXI 	34578	34688	0.696761752
YKL212W 	chrXI 	34689	34796	0.696885727
YKL212W 	chrXI 	34797	34896	0.665312452
YKL212W 	chrXI 	34901	34990	0.599743957
YKL212W 	chrXI 	34991	35084	0.373407241
YKL212W 	chrXI 	35085	35195	0.763689515
YKL212W 	chrXI 	35198	35295	0.493497291
YKL212W 	chrXI 	35296	35385	0.525256139
YKL212W 	chrXI 	35386	35471	0.619734305
YKL212W 	chrXI 	35472	35562	0.737070871
YKL212W 	chrXI 	35563	35664	0.656433144
YKL212W 	chrXI 	35669	35777	0.641176838
YKL212W 	chrXI 	35778	35878	0.577614456
YKL212W 	chrXI 	35880	35986	0.652732162
YKL212W 	chrXI 	35988	36084	0.86218262
YKL212W 	chrXI 	36086	36183	0.526622165
YKL212W 	chrXI 	36185	36301	0.677227674
YKL212W 	chrXI 	36303	36396	0.524390765
YKL212W 	chrXI 	36398	36484	0.760622248
YKL212W 	chrXI 	36485	36554	0.638306165
YKL212W 	chrXI 	36583	36643	0.772680952
YKL210W 	chrXI 	39121	39207	0.771325404
YKL210W 	chrXI 	39210	39321	0.508396291
YKL210W 	chrXI 	39323	39430	0.465892244
YKL210W 	chrXI 	39431	39533	0.665651186
YKL210W 	chrXI 	39534	39648	0.574236354
YKL210W 	chrXI 	39649	39745	0.521167065
YKL210W 	chrXI 	39749	39867	0.569898274
YKL210W 	chrXI 	39868	39962	0.732075276
YKL210W 	chrXI 	39963	40079	0.39489929
YKL210W 	chrXI 	40080	40172	0.519779959
YKL210W 	chrXI 	40179	40291	0.399969371
YKL210W 	chrXI 	40293	40386	0.754072002
YKL210W 	chrXI 	40388	40494	0.186687242
YKL210W 	chrXI 	40495	40612	0.723372668
YKL210W 	chrXI 	40619	40711	0.650022923
YKL210W 	chrXI 	40712	40810	0.592717535
YKL210W 	chrXI 	40811	40906	0.661361668
YKL210W 	chrXI 	40910	40994	0.786805845
YKL210W 	chrXI 	40995	41083	0.773709746
YKL210W 	chrXI 	41088	41175	0.817915043
YKL210W 	chrXI 	41180	41264	0.359884873
YKL210W 	chrXI 	41265	41367	0.557961948
YKL210W 	chrXI 	41369	41466	0.797253429
YKL210W 	chrXI 	41467	41554	0.743570551
YKL210W 	chrXI 	41555	41652	0.596878653
YKL210W 	chrXI 	41654	41743	0.498741794
YKL210W 	chrXI 	41744	41842	0.503719791
YKL210W 	chrXI 	41844	41942	0.53854027
YKL210W 	chrXI 	41949	42061	0.797781633
YKL210W 	chrXI 	42063	42146	0.70950594
YKL210W 	chrXI 	42147	42246	0.722164424
YKL210W 	chrXI 	42249	42354	0.447426504
YKL207W 	chrXI 	48161	48271	0.829612363
YKL207W 	chrXI 	48272	48354	0.570161808
YKL207W 	chrXI 	48355	48460	0.645561202
YKL207W 	chrXI 	48461	48558	0.801566642
YKL207W 	chrXI 	48559	48667	0.728974327
YKL207W 	chrXI 	48669	48787	0.818469963
YKL207W 	chrXI 	48789	48880	0.857345319
YKL207W 	chrXI 	48882	48989	0.660454413
YKL207W 	chrXI 	48992	49045	0.936412179
YKL195W 	chrXI 	75788	75884	0.70678071
YKL195W 	chrXI 	75885	75968	0.67434711
YKL195W 	chrXI 	75972	76082	0.730961451
YKL195W 	chrXI 	76084	76165	0.637977193
YKL195W 	chrXI 	76167	76269	0.662333613
YKL195W 	chrXI 	76270	76350	0.509190723
YKL195W 	chrXI 	76351	76425	0.43031043
YKL195W 	chrXI 	76426	76505	0.594033583
YKL195W 	chrXI 	76507	76584	0.514404292
YKL195W 	chrXI 	76586	76667	0.663169175
YKL195W 	chrXI 	76668	76784	0.515050451
YKL195W 	chrXI 	76787	76875	0.623343444
YKL195W 	chrXI 	76876	76949	0.502583358
YKL195W 	chrXI 	76955	77031	0.645935646
YKL195W 	chrXI 	77032	77113	0.70173571
YKL195W 	chrXI 	77132	77191	0.70377547
YKL191W 	chrXI 	81021	81123	0.243273134
YKL191W 	chrXI 	81125	81228	0.497036295
YKL191W 	chrXI 	81229	81338	0.334421359
YKL191W 	chrXI 	81339	81440	0.539906223
YKL191W 	chrXI 	81441	81554	0.454758029
YKL191W 	chrXI 	81555	81640	0.503146446
YKL191W 	chrXI 	81641	81732	0.471123322
YKL191W 	chrXI 	81736	81819	0.619796186
YKL191W 	chrXI 	81822	81937	0.590975858
YKL191W 	chrXI 	81939	82028	0.6866428
YKL191W 	chrXI 	82030	82134	0.647801145
YKL191W 	chrXI 	82138	82232	0.643870251
YKL191W 	chrXI 	82233	82328	0.720027264
YKL191W 	chrXI 	82334	82424	0.555298777
YKL191W 	chrXI 	82425	82508	0.370253812
YKL191W 	chrXI 	82513	82628	0.774111531
YKL191W 	chrXI 	82629	82717	0.386423156
YKL190W 	chrXI 	82918	83032	0.744249541
YKL190W 	chrXI 	83033	83132	0.936565505
YKL190W 	chrXI 	83134	83254	0.656045642
YKL190W 	chrXI 	83255	83354	0.785039931
YKL190W 	chrXI 	83355	83464	0.704464281
YKL190W 	chrXI 	83465	83566	0.29457678
YKL190W 	chrXI 	83567	83666	0.748801984
YKL190W 	chrXI 	83669	83754	0.725807747
YKL190W 	chrXI 	83756	83873	0.117273617
YKL182W 	chrXI 	100124	100225	0.528237812
YKL182W 	chrXI 	100226	100326	0.01387106
YKL182W 	chrXI 	100327	100405	0.540263193
YKL182W 	chrXI 	100406	100509	0.383160966
YKL182W 	chrXI 	100510	100593	0.567133542
YKL182W 	chrXI 	100596	100692	0.605990105
YKL182W 	chrXI 	100693	100783	0.563491241
YKL182W 	chrXI 	100787	100881	0.617662205
YKL182W 	chrXI 	100884	100981	0.190073907
YKL182W 	chrXI 	100983	101063	0.563438473
YKL182W 	chrXI 	101065	101164	0.561881656
YKL182W 	chrXI 	101168	101266	0.372719063
YKL182W 	chrXI 	101267	101358	0.24267485
YKL182W 	chrXI 	101361	101469	0.674353774
YKL182W 	chrXI 	101472	101573	0.37172487
YKL182W 	chrXI 	101576	101666	0.453532143
YKL182W 	chrXI 	101667	101756	0.752569129
YKL182W 	chrXI 	101757	101855	0.392122006
YKL182W 	chrXI 	101857	101940	0.393740134
YKL182W 	chrXI 	101946	102032	0.653688372
YKL182W 	chrXI 	102033	102133	0.187962849
YKL182W 	chrXI 	102134	102227	0.67130832
YKL182W 	chrXI 	102230	102342	0.41217966
YKL182W 	chrXI 	102344	102421	0.534625779
YKL182W 	chrXI 	102426	102528	0.50202907
YKL182W 	chrXI 	102534	102647	0.72784681
YKL182W 	chrXI 	102652	102754	0.296052054
YKL182W 	chrXI 	102756	102853	0.479737868
YKL182W 	chrXI 	102854	102952	0.498697515
YKL182W 	chrXI 	102953	103052	0.675561154
YKL182W 	chrXI 	103053	103175	0.504808862
YKL182W 	chrXI 	103176	103275	0.502702371
YKL182W 	chrXI 	103276	103361	0.500022972
YKL182W 	chrXI 	103362	103444	0.733115681
YKL182W 	chrXI 	103445	103554	0.673871595
YKL182W 	chrXI 	103555	103650	0.650082342
YKL182W 	chrXI 	103651	103762	0.595691185
YKL182W 	chrXI 	103763	103854	0.643596624
YKL182W 	chrXI 	103855	103939	0.703465855
YKL182W 	chrXI 	103941	104047	0.680944707
YKL182W 	chrXI 	104049	104157	0.653408186
YKL182W 	chrXI 	104158	104252	0.773793788
YKL182W 	chrXI 	104253	104354	0.332573506
YKL182W 	chrXI 	104356	104453	0.526766625
YKL182W 	chrXI 	104454	104554	0.109650532
YKL182W 	chrXI 	104556	104665	0.616877106
YKL182W 	chrXI 	104669	104771	0.585569119
YKL182W 	chrXI 	104774	104884	0.587728443
YKL182W 	chrXI 	104885	104972	0.422229989
YKL182W 	chrXI 	104975	105069	0.609084021
YKL182W 	chrXI 	105073	105163	0.536536636
YKL182W 	chrXI 	105165	105268	0.57846726
YKL182W 	chrXI 	105269	105359	0.659835051
YKL182W 	chrXI 	105360	105468	0.639701887
YKL182W 	chrXI 	105471	105581	0.64416942
YKL182W 	chrXI 	105582	105688	0.518781561
YKL182W 	chrXI 	105689	105780	0.443248797
YKL182W 	chrXI 	105787	105879	0.720215045
YKL182W 	chrXI 	105881	105977	0.553377445
YKL182W 	chrXI 	105978	106075	0.325716983
YKL182W 	chrXI 	106077	106219	0.588123763
YKL182W 	chrXI 	106220	106324	0.629059058
YKL182W 	chrXI 	106335	106420	0.465862613
YKL182W 	chrXI 	106423	106520	0.580468371
YKL182W 	chrXI 	106521	106633	0.597498599
YKL182W 	chrXI 	106634	106725	0.389776009
YKL182W 	chrXI 	106726	106818	0.542347281
YKL182W 	chrXI 	106856	106903	0.771724019
YKL181W 	chrXI 	107117	107209	0.566798207
YKL181W 	chrXI 	107210	107293	0.531573475
YKL181W 	chrXI 	107294	107400	0.773783796
YKL181W 	chrXI 	107401	107505	0.506254398
YKL181W 	chrXI 	107506	107610	0.745276138
YKL181W 	chrXI 	107611	107723	0.630202752
YKL181W 	chrXI 	107724	107828	0.455203147
YKL181W 	chrXI 	107829	107934	0.648693806
YKL181W 	chrXI 	107935	108015	0.515941772
YKL181W 	chrXI 	108017	108114	0.638785362
YKL181W 	chrXI 	108115	108220	0.654840402
YKL181W 	chrXI 	108221	108328	0.526149166
YKL181W 	chrXI 	108330	108442	0.444766287
YKL181W 	chrXI 	108443	108544	0.712379795
YKL181W 	chrXI 	108545	108660	0.648989372
YKL181W 	chrXI 	108715	108769	0.486282718
YKL180W 	chrXI 	109207	109301	0.91732188
YKL180W 	chrXI 	109302	109400	0.302598312
YKL180W 	chrXI 	109401	109489	0.778415734
YKL180W 	chrXI 	109493	109599	0.914650249
YKL180W 	chrXI 	109601	109692	0.115840445
YKL180W 	chrXI 	109695	109788	0.138071803
YKL180W 	chrXI 	109790	109893	0.954766597
YKL180W 	chrXI 	109894	109982	0.889493184
YKL180W 	chrXI 	109984	110069	0.76092169
YKL180W 	chrXI 	110070	110162	0.838743766
YKL180W 	chrXI 	110217	110267	0.973805917
YKL172W 	chrXI 	125741	125837	0.793318433
YKL172W 	chrXI 	125840	125914	0.69459399
YKL172W 	chrXI 	125918	126000	0.906850326
YKL172W 	chrXI 	126002	126080	0.846461168
YKL172W 	chrXI 	126083	126182	0.655918599
YKL172W 	chrXI 	126185	126279	0.800808048
YKL172W 	chrXI 	126281	126368	0.848412934
YKL172W 	chrXI 	126369	126446	0.783850537
YKL172W 	chrXI 	126448	126543	0.50356489
YKL172W 	chrXI 	126547	126644	0.604865107
YKL172W 	chrXI 	126645	126727	0.623183513
YKL172W 	chrXI 	126728	126802	0.59992404
YKL172W 	chrXI 	126803	126897	0.581199097
YKL172W 	chrXI 	126898	126993	0.887044184
YKL172W 	chrXI 	126994	127083	0.707746231
YKL172W 	chrXI 	127122	127161	0.571445384
YKL170W 	chrXI 	130540	130648	0.681465421
YKL170W 	chrXI 	130650	130736	0.696788808
YKL170W 	chrXI 	130739	130821	0.684144766
YKL170W 	chrXI 	130822	130922	0.687656431
YKL170W 	chrXI 	130926	131024	0.580483495
YKL170W 	chrXI 	131026	131116	0.734950957
YKL170W 	chrXI 	131150	131219	0.866446768
YKL160W 	chrXI 	153214	153304	0.951878535
YKL160W 	chrXI 	153305	153394	0.707837738
YKL160W 	chrXI 	153395	153504	0.700534554
YKL160W 	chrXI 	153506	153604	0.423785508
YKL160W 	chrXI 	153605	153711	0.800096393
YKL160W 	chrXI 	153724	153770	0.953376805
YKL156W 	chrXI 	158572	158668	0.814723193
YKL156W 	chrXI 	158669	158773	0.54656556
YKL156W 	chrXI 	158779	158880	0.27278591
YKL156W 	chrXI 	158881	158994	0.985128921
YKL156W 	chrXI 	158995	159075	0.602115678
YKL156W 	chrXI 	159079	159165	0.750144613
YKL156W 	chrXI 	159166	159259	0.847472583
YKL156W 	chrXI 	159261	159364	0.737604212
YKL154W 	chrXI 	161516	161620	0.661378969
YKL154W 	chrXI 	161621	161711	0.471425907
YKL154W 	chrXI 	161715	161799	0.756367296
YKL154W 	chrXI 	161800	161904	0.652672826
YKL154W 	chrXI 	161907	162004	0.678755204
YKL154W 	chrXI 	162006	162097	0.499780593
YKL154W 	chrXI 	162099	162186	0.679467612
YKL154W 	chrXI 	162187	162293	0.607572813
YKL154W 	chrXI 	162294	162383	0.825128046
YKL145W 	chrXI 	174141	174228	0.929915677
YKL145W 	chrXI 	174229	174310	0.62167523
YKL145W 	chrXI 	174315	174392	0.718659234
YKL145W 	chrXI 	174396	174493	0.884927654
YKL145W 	chrXI 	174495	174580	0.650652537
YKL145W 	chrXI 	174581	174666	0.568461167
YKL145W 	chrXI 	174668	174775	0.850769998
YKL145W 	chrXI 	174779	174874	0.694613004
YKL145W 	chrXI 	174875	174983	0.736853639
YKL145W 	chrXI 	174984	175110	0.786051883
YKL145W 	chrXI 	175112	175231	0.346421856
YKL145W 	chrXI 	175232	175332	0.813810746
YKL145W 	chrXI 	175334	175441	0.411386889
YKL145W 	chrXI 	175442	175539	0.568759114
YKL145W 	chrXI 	175542	175654	0.755668123
YKL145W 	chrXI 	175655	175730	0.513948948
YKL143W 	chrXI 	176740	176833	0.607597984
YKL143W 	chrXI 	176834	176923	0.669595467
YKL143W 	chrXI 	176925	177027	0.797433441
YKL143W 	chrXI 	177028	177108	0.651479549
YKL143W 	chrXI 	177110	177202	0.797468845
YKL143W 	chrXI 	177203	177285	0.478080501
YKL143W 	chrXI 	177288	177390	0.523613769
YKL143W 	chrXI 	177391	177494	0.950044562
YKL143W 	chrXI 	177498	177591	0.69955114
YKL143W 	chrXI 	177593	177687	0.7072751
YKL143W 	chrXI 	177689	177774	0.416511784
YKL143W 	chrXI 	177775	177875	0.498930354
YKL143W 	chrXI 	177877	177958	0.575113323
YKL143W 	chrXI 	177959	178066	0.808248214
YKL143W 	chrXI 	178068	178152	0.645342974
YKL143W 	chrXI 	178154	178245	0.775280544
YKL143W 	chrXI 	178264	178322	0.365831697
YKL142W 	chrXI 	178420	178510	0.845357523
YKL142W 	chrXI 	178511	178601	0.55399218
YKL142W 	chrXI 	178602	178696	0.737694307
YKL142W 	chrXI 	178698	178790	0.501165044
YKL142W 	chrXI 	178792	178894	0.564870656
YKL142W 	chrXI 	178896	178985	0.544365439
YKL142W 	chrXI 	178986	179078	0.604834791
YKL142W 	chrXI 	179079	179180	0.787297712
YKL142W 	chrXI 	179195	179241	0.591537294
YKL141W 	chrXI 	179636	179725	0.825560181
YKL141W 	chrXI 	179726	179815	0.597955059
YKL141W 	chrXI 	179819	179896	0.750377469
YKL141W 	chrXI 	179897	180005	0.632042244
YKL141W 	chrXI 	180007	180120	0.55236233
YKL141W 	chrXI 	180123	180232	0.602678307
YKL141W 	chrXI 	180233	180330	0.703241978
YKL141W 	chrXI 	180341	180393	0.687665527
YKL127W 	chrXI 	203149	203232	0.735981232
YKL127W 	chrXI 	203233	203324	0.38458667
YKL127W 	chrXI 	203326	203434	0.766295801
YKL127W 	chrXI 	203436	203537	0.616921699
YKL127W 	chrXI 	203540	203630	0.528567264
YKL127W 	chrXI 	203632	203715	0.775699152
YKL127W 	chrXI 	203716	203817	0.618626382
YKL127W 	chrXI 	203819	203931	0.733371561
YKL127W 	chrXI 	203935	204030	0.499094498
YKL127W 	chrXI 	204031	204149	0.606985286
YKL127W 	chrXI 	204150	204244	0.77516301
YKL127W 	chrXI 	204246	204349	0.57001826
YKL127W 	chrXI 	204351	204446	0.821068496
YKL127W 	chrXI 	204448	204544	0.714057023
YKL127W 	chrXI 	204550	204665	0.62195986
YKL127W 	chrXI 	204666	204772	0.686214157
YKL127W 	chrXI 	204773	204858	0.609834467
YKL127W 	chrXI 	204860	204948	0.566687759
YKL127W 	chrXI 	204969	205045	0.782271859
YKL126W 	chrXI 	205142	205253	0.691891759
YKL126W 	chrXI 	205258	205345	0.184487088
YKL126W 	chrXI 	205348	205439	0.482031566
YKL126W 	chrXI 	205442	205529	0.612963729
YKL126W 	chrXI 	205530	205625	0.569654185
YKL126W 	chrXI 	205627	205711	0.513731001
YKL126W 	chrXI 	205712	205811	0.743775658
YKL126W 	chrXI 	205812	205905	0.611861357
YKL126W 	chrXI 	205907	205995	0.539974442
YKL126W 	chrXI 	206000	206096	0.541048267
YKL126W 	chrXI 	206100	206201	0.578137482
YKL126W 	chrXI 	206203	206294	0.571707023
YKL126W 	chrXI 	206296	206393	0.712362975
YKL126W 	chrXI 	206395	206492	0.37202791
YKL126W 	chrXI 	206493	206597	0.834411
YKL126W 	chrXI 	206598	206715	0.737404848
YKL126W 	chrXI 	206720	206828	0.409217561
YKL126W 	chrXI 	206829	206930	0.656610978
YKL126W 	chrXI 	206938	207042	0.595094569
YKL126W 	chrXI 	207043	207148	0.606463441
YKL126W 	chrXI 	207149	207254	0.47945641
YKL126W 	chrXI 	207255	207365	0.567924262
YKL126W 	chrXI 	207379	207425	0.812435976
YKL125W 	chrXI 	207754	207842	0.853077415
YKL125W 	chrXI 	207843	207931	0.468860275
YKL125W 	chrXI 	207932	208021	0.677537675
YKL125W 	chrXI 	208024	208121	0.511998435
YKL125W 	chrXI 	208124	208216	0.551228117
YKL125W 	chrXI 	208217	208312	0.540178006
YKL125W 	chrXI 	208313	208419	0.71313397
YKL125W 	chrXI 	208420	208519	0.640973358
YKL125W 	chrXI 	208522	208626	0.416457176
YKL125W 	chrXI 	208627	208744	0.505864031
YKL125W 	chrXI 	208745	208855	0.500049557
YKL125W 	chrXI 	208857	208952	0.849828371
YKL125W 	chrXI 	208957	209043	0.509044393
YKL125W 	chrXI 	209048	209140	0.483032053
YKL125W 	chrXI 	209141	209242	0.506033929
YKL125W 	chrXI 	209244	209351	0.778395373
YKL125W 	chrXI 	209352	209443	0.379791194
YKL125W 	chrXI 	209451	209543	0.529252135
YKL125W 	chrXI 	209547	209632	0.648244933
YKL125W 	chrXI 	209634	209725	0.604503558
YKL125W 	chrXI 	209730	209835	0.804198045
YKL125W 	chrXI 	209869	209918	0.574744901
YKL120W 	chrXI 	216836	216947	0.964820356
YKL120W 	chrXI 	216948	217021	0.614968294
YKL120W 	chrXI 	217025	217129	0.681598744
YKL120W 	chrXI 	217131	217218	0.83522437
YKL120W 	chrXI 	217220	217323	0.804681334
YKL120W 	chrXI 	217324	217430	0.562909305
YKL120W 	chrXI 	217431	217527	0.761661787
YKL120W 	chrXI 	217528	217632	0.825493862
YKL120W 	chrXI 	217633	217739	0.517195789
YKL120W 	chrXI 	217743	217844	0.526781459
YKL120W 	chrXI 	217853	217950	0.576197949
YKL120W 	chrXI 	217953	218051	0.613839911
YKL120W 	chrXI 	218052	218147	0.821047065
YKL117W 	chrXI 	219795	219987	0.903658566
YKL117W 	chrXI 	219988	220087	0.468896086
YKL117W 	chrXI 	220088	220170	0.724093708
YKL117W 	chrXI 	220171	220260	0.913989638
YKL117W 	chrXI 	220264	220356	0.80828942
YKL117W 	chrXI 	220357	220474	0.539951835
YKL117W 	chrXI 	220479	220587	0.637465494
YKL117W 	chrXI 	220588	220675	0.666206693
YKL117W 	chrXI 	220677	220783	0.874693088
YKL106W 	chrXI 	237065	237153	0.808610739
YKL106W 	chrXI 	237155	237256	0.602494784
YKL106W 	chrXI 	237257	237343	0.683258714
YKL106W 	chrXI 	237344	237444	0.661671026
YKL106W 	chrXI 	237446	237552	0.536227353
YKL106W 	chrXI 	237553	237655	0.62529578
YKL106W 	chrXI 	237657	237755	0.668088013
YKL106W 	chrXI 	237760	237833	0.534440049
YKL106W 	chrXI 	237837	237934	0.512460836
YKL106W 	chrXI 	237939	238039	0.652063064
YKL106W 	chrXI 	238040	238131	0.672829727
YKL106W 	chrXI 	238132	238232	0.519045533
YKL106W 	chrXI 	238234	238345	0.360627448
YKL106W 	chrXI 	238349	238441	0.475285703
YKL106W 	chrXI 	238446	238549	0.730524154
YKL096W-A 	chrXI 	258813	258907	0.973631436
YKL096W-A 	chrXI 	258909	259009	0.901142101
YKL096W-A 	chrXI 	259010	259085	0.851548382
YKL096W-A 	chrXI 	259086	259200	0.66959825
YKL096W-A 	chrXI 	259202	259329	0.89111636
YKL094W 	chrXI 	262971	263047	0.411801662
YKL094W 	chrXI 	263048	263164	0.533051254
YKL094W 	chrXI 	263167	263281	0.530393647
YKL094W 	chrXI 	263282	263396	0.694481212
YKL094W 	chrXI 	263397	263479	0.777644206
YKL094W 	chrXI 	263480	263574	0.281553731
YKL094W 	chrXI 	263576	263678	0.375296674
YKL094W 	chrXI 	263679	263756	0.545368709
YKL094W 	chrXI 	263758	263854	0.798233195
YKL094W 	chrXI 	263855	263934	0.503579781
YKL094W 	chrXI 	263935	264023	0.699648307
YKL085W 	chrXI 	278651	278733	0.434036566
YKL085W 	chrXI 	278734	278819	0.577170564
YKL085W 	chrXI 	278821	278927	0.821988543
YKL085W 	chrXI 	278928	279021	0.693702939
YKL085W 	chrXI 	279022	279125	0.562220092
YKL085W 	chrXI 	279126	279208	0.660185012
YKL085W 	chrXI 	279209	279303	0.639023317
YKL085W 	chrXI 	279305	279390	0.725433273
YKL085W 	chrXI 	279391	279497	0.264087536
YKL085W 	chrXI 	279498	279602	0.729794415
YKL085W 	chrXI 	279603	279700	0.688792476
YKL085W 	chrXI 	279703	279793	0.679906625
YKL085W 	chrXI 	279797	279869	0.834366444
YKL085W 	chrXI 	279871	279968	0.695094624
YKL085W 	chrXI 	279970	280016	0.632875196
YKL081W 	chrXI 	282475	282573	0.891918742
YKL081W 	chrXI 	282574	282678	0.42039789
YKL081W 	chrXI 	282679	282794	0.940175773
YKL081W 	chrXI 	282798	282898	0.856137456
YKL081W 	chrXI 	282900	282993	0.871282956
YKL081W 	chrXI 	282994	283099	0.970772047
