Ensembl Gene ID	Ensembl Transcript ID	GO Term Name	GO Term Accession	GO Term Definition	GOSlim GOA Description
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	structural molecule activity
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	cytoplasmic translation
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	cellular_component
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	structural constituent of ribosome
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	cytoplasm
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	ribosome
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	mitochondrion
YGR220C	YGR220C	structural constituent of ribosome	GO:0003735	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	molecular_function
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	biological_process
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	structural molecule activity
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	cytoplasmic translation
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	cellular_component
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	structural constituent of ribosome
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	cytoplasm
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	ribosome
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	mitochondrion
YGR220C	YGR220C	intracellular ribonucleoprotein complex	GO:0030529	"An intracellular macromolecular complex containing both protein and RNA molecules. [GOC:krc, GOC:vesicles]"	molecular_function
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	biological_process
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	structural molecule activity
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	cytoplasmic translation
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	cellular_component
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	structural constituent of ribosome
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	cytoplasm
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	ribosome
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	mitochondrion
YGR220C	YGR220C	mitochondrial large ribosomal subunit	GO:0005762	The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc]	molecular_function
YGR229C	YGR229C	cell wall biogenesis	GO:0042546	"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cell wall. Includes biosynthesis of constituent macromolecules, such as proteins and polysaccharides, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component. A cell wall is the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis. [GOC:jl, GOC:mah, GOC:mtg_sensu, ISBN:0198506732]"	cell wall organization or biogenesis
YGR229C	YGR229C	cell wall biogenesis	GO:0042546	"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cell wall. Includes biosynthesis of constituent macromolecules, such as proteins and polysaccharides, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component. A cell wall is the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis. [GOC:jl, GOC:mah, GOC:mtg_sensu, ISBN:0198506732]"	biological_process
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	nucleus
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	ribosomal subunit export from nucleus
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	translational elongation
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	protein folding
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	DNA binding
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	ribosome
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	cellular_component
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	rRNA processing
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	nuclear transport
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	mitochondrion
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	molecular_function
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	nucleolus
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	cytoplasm
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	regulation of translation
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	unfolded protein binding
YGR285C	YGR285C	mitochondrion	GO:0005739	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]"	biological_process
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	nucleus
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	ribosomal subunit export from nucleus
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	translational elongation
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	protein folding
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	DNA binding
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	ribosome
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	cellular_component
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	rRNA processing
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	nuclear transport
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	mitochondrion
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	molecular_function
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	nucleolus
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	cytoplasm
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	regulation of translation
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	unfolded protein binding
YGR285C	YGR285C	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	biological_process
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	nucleus
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	ribosomal subunit export from nucleus
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	translational elongation
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	protein folding
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	DNA binding
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	ribosome
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	cellular_component
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	rRNA processing
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	nuclear transport
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	mitochondrion
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	molecular_function
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	nucleolus
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	cytoplasm
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	regulation of translation
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	unfolded protein binding
YGR285C	YGR285C	heat shock protein binding	GO:0031072	"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock. [GOC:mah, GOC:vw]"	biological_process
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	nucleus
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	ribosomal subunit export from nucleus
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	translational elongation
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	protein folding
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	DNA binding
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	ribosome
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	cellular_component
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	rRNA processing
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	nuclear transport
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	mitochondrion
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	molecular_function
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	nucleolus
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	cytoplasm
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	regulation of translation
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	unfolded protein binding
YGR285C	YGR285C	unfolded protein binding	GO:0051082	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	biological_process
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	nucleus
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	ribosomal subunit export from nucleus
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	translational elongation
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	protein folding
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	DNA binding
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	ribosome
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	cellular_component
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	rRNA processing
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	nuclear transport
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	mitochondrion
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	molecular_function
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	nucleolus
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	cytoplasm
YGR285C	YGR285C	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	regulation of translation
